1731935607.6888716,0
1731935607.702646,0
1731935607.7155461,0
1731935607.7276025,0
1731935607.7401788,0
1731935607.7519948,0
1731935607.764628,0
1731935607.7768795,0
1731935607.7899477,0
1731935607.801929,0
1731935607.816904,0
1731935607.8316836,0
1731935607.8434203,0
1731935607.8553572,0
1731935607.8673558,0
1731935607.879352,0
1731935607.8929472,0
1731935607.908012,0
1731935607.9201694,0
1731935607.9328163,0
1731935607.9457524,0
1731935607.9599876,0
1731935607.9737606,0
1731935607.9859562,0
1731935607.9982603,0
1731935608.0114613,0
1731935608.0251963,0
1731935608.039773,0
1731935608.054645,0
1731935608.0694084,0
1731935608.085627,0
1731935608.1004932,0
1731935608.115116,0
1731935608.1292977,0
1731935608.1414711,0
1731935608.1534207,0
1731935608.1657093,0
1731935608.1785226,0
1731935608.1911204,0
1731935608.2041252,0
1731935608.2169938,0
1731935608.2317672,0
1731935608.2462351,0
1731935608.2594283,0
1731935608.271617,0
1731935608.283993,0
1731935608.2957768,0
1731935608.3087292,0
1731935608.3231747,0
1731935608.3359258,0
1731935608.348572,0
1731935608.3614144,0
1731935608.3743937,0
1731935608.3871584,0
1731935608.401784,0
1731935608.4175062,0
1731935608.4307964,0
1731935608.444494,0
1731935608.4565067,0
1731935608.4695716,0
1731935608.4831564,0
1731935608.4963305,0
1731935608.5099473,0
1731935608.5233102,0
1731935608.5368278,0
1731935608.5523665,0
1731935608.5661366,0
1731935608.5777352,0
1731935608.5900667,0
1731935608.6017997,0
1731935608.6148176,0
1731935608.6269906,0
1731935608.640886,0
1731935608.653447,0
1731935608.6668355,0
1731935608.680469,0
1731935608.6954677,0
1731935608.7087612,1
1731935608.7271113,4
1731935608.7434046,9
1731935608.7575636,7
1731935608.7692366,5
1731935608.7814322,5
1731935608.7944448,4
1731935608.807771,4
1731935608.8207128,4
1731935608.8355224,5
1731935608.8500211,5
1731935608.8633654,5
1731935608.8767912,4
1731935608.8905795,6
1731935608.9066472,5
1731935608.9184122,3
1731935608.9317822,3
1731935608.9444463,4
1731935608.9565592,4
1731935608.9690764,4
1731935608.9813733,5
1731935608.9938762,4
1731935609.006763,4
1731935609.0194724,4
1731935609.0331297,7
1731935609.048659,5
1731935609.062968,5
1731935609.0759273,4
1731935609.0887907,7
1731935609.100923,5
1731935609.1137168,7
1731935609.1263769,5
1731935609.139597,4
1731935609.152408,5
1731935609.1652312,4
1731935609.1814725,5
1731935609.1947124,5
1731935609.2089245,5
1731935609.2215939,4
1731935609.2342863,6
1731935609.247853,4
1731935609.2613187,5
1731935609.2761486,5
1731935609.2891147,5
1731935609.3008115,6
1731935609.313978,5
1731935609.32571,7
1731935609.339184,3
1731935609.3525462,4
1731935609.364956,6
1731935609.376936,5
1731935609.3932176,4
1731935609.4079876,2
